Index,File Path
45,noise/train-noise\resampled_a012_90_100.wav
46,noise/train-noise\resampled_a013_40_50.wav
47,noise/train-noise\resampled_a014_200_210.wav
48,noise/train-noise\resampled_a014_20_30.wav
49,noise/train-noise\resampled_a014_30_40.wav
50,noise/train-noise\resampled_a014_80_90.wav
51,noise/train-noise\resampled_a014_90_100.wav
52,noise/train-noise\resampled_a015_160_170.wav
53,noise/train-noise\resampled_a015_30_40.wav
54,noise/train-noise\resampled_a015_40_50.wav
55,noise/train-noise\resampled_a015_70_80.wav
56,noise/train-noise\resampled_a015_80_90.wav
57,noise/train-noise\resampled_a016_110_120.wav
58,noise/train-noise\resampled_a016_120_130.wav
59,noise/train-noise\resampled_a016_150_160.wav
60,noise/train-noise\resampled_a016_70_80.wav
61,noise/train-noise\resampled_a017_100_110.wav
62,noise/train-noise\resampled_a017_140_150.wav
63,noise/train-noise\resampled_a017_150_160.wav
64,noise/train-noise\resampled_a017_40_50.wav
65,noise/train-noise\resampled_a017_90_100.wav
66,noise/train-noise\resampled_a018_130_140.wav
67,noise/train-noise\resampled_a018_30_40.wav
68,noise/train-noise\resampled_a018_40_50.wav
69,noise/train-noise\resampled_a019_130_140.wav
70,noise/train-noise\resampled_a019_180_190.wav
71,noise/train-noise\resampled_a020_30_40.wav
72,noise/train-noise\resampled_a020_50_60.wav
73,noise/train-noise\resampled_a021_180_190.wav
74,noise/train-noise\resampled_a021_40_50.wav
75,noise/train-noise\resampled_a021_90_100.wav
76,noise/train-noise\resampled_a023_80_90.wav
77,noise/train-noise\resampled_a025_0_10.wav
78,noise/train-noise\resampled_a025_110_120.wav
79,noise/train-noise\resampled_a025_140_150.wav
80,noise/train-noise\resampled_a026_10_20.wav
81,noise/train-noise\resampled_a026_140_150.wav
82,noise/train-noise\resampled_a026_180_190.wav
83,noise/train-noise\resampled_a026_200_210.wav
84,noise/train-noise\resampled_a026_30_40.wav
85,noise/train-noise\resampled_a026_40_50.wav
86,noise/train-noise\resampled_a026_70_80.wav
87,noise/train-noise\resampled_a030_30_40.wav
88,noise/train-noise\resampled_a031_90_100.wav
89,noise/train-noise\resampled_a033_40_50.wav
90,noise/train-noise\resampled_a035_60_70.wav
91,noise/train-noise\resampled_a037_30_40.wav
92,noise/train-noise\resampled_a038_30_40.wav
93,noise/train-noise\resampled_a040_10_20.wav
94,noise/train-noise\resampled_a040_60_70.wav
95,noise/train-noise\resampled_a041_0_10.wav
96,noise/train-noise\resampled_a042_83_93.wav
97,noise/train-noise\resampled_a043_10_20.wav
98,noise/train-noise\resampled_a043_130_140.wav
99,noise/train-noise\resampled_a043_170_180.wav
100,noise/train-noise\resampled_a043_40_50.wav
101,noise/train-noise\resampled_a044_120_130.wav
102,noise/train-noise\resampled_a044_130_140.wav
103,noise/train-noise\resampled_a044_20_30.wav
104,noise/train-noise\resampled_a045_80_90.wav
105,noise/train-noise\resampled_a050_90_100.wav
106,noise/train-noise\resampled_a053_110_120.wav
107,noise/train-noise\resampled_a053_120_130.wav
108,noise/train-noise\resampled_a053_140_150.wav
109,noise/train-noise\resampled_a053_70_80.wav
110,noise/train-noise\resampled_a054_130_140.wav
111,noise/train-noise\resampled_a055_120_130.wav
112,noise/train-noise\resampled_a055_140_150.wav
113,noise/train-noise\resampled_a055_150_160.wav
114,noise/train-noise\resampled_a055_160_170.wav
115,noise/train-noise\resampled_a056_100_110.wav
116,noise/train-noise\resampled_a056_170_180.wav
117,noise/train-noise\resampled_a057_100_110.wav
118,noise/train-noise\resampled_a057_110_120.wav
119,noise/train-noise\resampled_a057_60_70.wav
120,noise/train-noise\resampled_a057_70_80.wav
121,noise/train-noise\resampled_a057_80_90.wav
122,noise/train-noise\resampled_a058_140_150.wav
123,noise/train-noise\resampled_a058_150_160.wav
124,noise/train-noise\resampled_a059_0_10.wav
125,noise/train-noise\resampled_a059_10_20.wav
126,noise/train-noise\resampled_a059_160_170.wav
127,noise/train-noise\resampled_a060_140_150.wav
128,noise/train-noise\resampled_a062_100_110.wav
129,noise/train-noise\resampled_a062_50_60.wav
130,noise/train-noise\resampled_a066_100_110.wav
131,noise/train-noise\resampled_a067_80_90.wav
132,noise/train-noise\resampled_a068_110_120.wav
133,noise/train-noise\resampled_a068_150_160.wav
134,noise/train-noise\resampled_a068_160_170.wav
135,noise/train-noise\resampled_a069_120_130.wav
136,noise/train-noise\resampled_a069_50_60.wav
137,noise/train-noise\resampled_a069_90_100.wav
138,noise/train-noise\resampled_a071_10_20.wav
139,noise/train-noise\resampled_a071_160_170.wav
140,noise/train-noise\resampled_a073_131_141.wav
141,noise/train-noise\resampled_a073_141_151.wav
142,noise/train-noise\resampled_a073_265_275.wav
143,noise/train-noise\resampled_a074_220_230.wav
144,noise/train-noise\resampled_a074_250_260.wav
145,noise/train-noise\resampled_a075_140_150.wav
146,noise/train-noise\resampled_a075_80_90.wav
147,noise/train-noise\resampled_a076_130_140.wav
148,noise/train-noise\resampled_a076_80_90.wav
149,noise/train-noise\resampled_a079_200_210.wav
150,noise/train-noise\resampled_a079_270_280.wav
151,noise/train-noise\resampled_a079_30_40.wav
152,noise/train-noise\resampled_a082_50_60.wav
153,noise/train-noise\resampled_a083_10_20.wav
154,noise/train-noise\resampled_a083_80_90.wav
155,noise/train-noise\resampled_a084_72_82.wav
156,noise/train-noise\resampled_a085_190_200.wav
157,noise/train-noise\resampled_a085_30_40.wav
158,noise/train-noise\resampled_a085_40_50.wav
159,noise/train-noise\resampled_a085_80_90.wav
160,noise/train-noise\resampled_a086_210_220.wav
161,noise/train-noise\resampled_a086_220_230.wav
162,noise/train-noise\resampled_a087_150_160.wav
163,noise/train-noise\resampled_a087_70_80.wav
164,noise/train-noise\resampled_a089_250_260.wav
165,noise/train-noise\resampled_a090_110_120.wav
166,noise/train-noise\resampled_a092_0_10.wav
167,noise/train-noise\resampled_a092_160_170.wav
168,noise/train-noise\resampled_a094_80_90.wav
169,noise/train-noise\resampled_a094_90_100.wav
170,noise/train-noise\resampled_a095_40_50.wav
171,noise/train-noise\resampled_a096_130_140.wav
172,noise/train-noise\resampled_a096_170_180.wav
173,noise/train-noise\resampled_a096_220_230.wav
174,noise/train-noise\resampled_a096_260_270.wav
175,noise/train-noise\resampled_a096_270_280.wav
176,noise/train-noise\resampled_a097_220_230.wav
177,noise/train-noise\resampled_a097_240_250.wav
178,noise/train-noise\resampled_a097_260_270.wav
179,noise/train-noise\resampled_a098_130_140.wav
180,noise/train-noise\resampled_a098_160_170.wav
181,noise/train-noise\resampled_a098_170_180.wav
182,noise/train-noise\resampled_a098_190_200.wav
183,noise/train-noise\resampled_a098_240_250.wav
184,noise/train-noise\resampled_a098_270_280.wav
185,noise/train-noise\resampled_a098_70_80.wav
186,noise/train-noise\resampled_a099_20_30.wav
187,noise/train-noise\resampled_a099_260_270.wav
188,noise/train-noise\resampled_a100_120_130.wav
189,noise/train-noise\resampled_a100_270_280.wav
190,noise/train-noise\resampled_a100_40_50.wav
191,noise/train-noise\resampled_a101_110_120.wav
192,noise/train-noise\resampled_a101_160_170.wav
193,noise/train-noise\resampled_a103_0_10.wav
194,noise/train-noise\resampled_a103_140_150.wav
195,noise/train-noise\resampled_a104_10_20.wav
196,noise/train-noise\resampled_a104_70_80.wav
197,noise/train-noise\resampled_a105_160_170.wav
198,noise/train-noise\resampled_a105_230_240.wav
199,noise/train-noise\resampled_a106_120_130.wav
200,noise/train-noise\resampled_a106_140_150.wav
201,noise/train-noise\resampled_a106_160_170.wav
202,noise/train-noise\resampled_a106_70_80.wav
203,noise/train-noise\resampled_a107_110_120.wav
204,noise/train-noise\resampled_a107_70_80.wav
205,noise/train-noise\resampled_a108_0_10.wav
206,noise/train-noise\resampled_a108_110_120.wav
207,noise/train-noise\resampled_a108_40_50.wav
208,noise/train-noise\resampled_a109_130_140.wav
209,noise/train-noise\resampled_a109_220_230.wav
210,noise/train-noise\resampled_a109_90_100.wav
211,noise/train-noise\resampled_a110_180_190.wav
212,noise/train-noise\resampled_a110_70_80.wav
213,noise/train-noise\resampled_a111_10_20.wav
214,noise/train-noise\resampled_a113_265_275.wav
215,noise/train-noise\resampled_a113_50_60.wav
216,noise/train-noise\resampled_a115_20_30.wav
217,noise/train-noise\resampled_a116_58_68.wav
218,noise/train-noise\resampled_a116_68_78.wav
219,noise/train-noise\resampled_a119_110_120.wav
220,noise/train-noise\resampled_a119_210_220.wav
221,noise/train-noise\resampled_a119_240_250.wav
222,noise/train-noise\resampled_a120_130_140.wav
223,noise/train-noise\resampled_a120_170_180.wav
224,noise/train-noise\resampled_a120_250_260.wav
225,noise/train-noise\resampled_a120_260_270.wav
226,noise/train-noise\resampled_a121_160_170.wav
227,noise/train-noise\resampled_a121_200_210.wav
228,noise/train-noise\resampled_a121_260_270.wav
229,noise/train-noise\resampled_a123_10_20.wav
230,noise/train-noise\resampled_a123_50_60.wav
231,noise/train-noise\resampled_a124_220_230.wav
232,noise/train-noise\resampled_a124_240_250.wav
233,noise/train-noise\resampled_a124_260_270.wav
234,noise/train-noise\resampled_a125_68_78.wav
235,noise/train-noise\resampled_a127_140_150.wav
236,noise/train-noise\resampled_a127_70_80.wav
237,noise/train-noise\resampled_a128_11_21.wav
238,noise/train-noise\resampled_a128_181_191.wav
239,noise/train-noise\resampled_a128_51_61.wav
240,noise/train-noise\resampled_a128_81_91.wav
241,noise/train-noise\resampled_a129_140_150.wav
242,noise/train-noise\resampled_a129_20_30.wav
243,noise/train-noise\resampled_a130_130_140.wav
244,noise/train-noise\resampled_a130_210_220.wav
245,noise/train-noise\resampled_a130_80_90.wav
246,noise/train-noise\resampled_a131_130_140.wav
247,noise/train-noise\resampled_a132_50_60.wav
248,noise/train-noise\resampled_a133_160_170.wav
249,noise/train-noise\resampled_a133_190_200.wav
250,noise/train-noise\resampled_a137_260_270.wav
251,noise/train-noise\resampled_a138_100_110.wav
252,noise/train-noise\resampled_a138_60_70.wav
253,noise/train-noise\resampled_a138_90_100.wav
254,noise/train-noise\resampled_a139_110_120.wav
255,noise/train-noise\resampled_a139_140_150.wav
256,noise/train-noise\resampled_a139_170_180.wav
257,noise/train-noise\resampled_a139_200_210.wav
258,noise/train-noise\resampled_a139_50_60.wav
259,noise/train-noise\resampled_a139_80_90.wav
260,noise/train-noise\resampled_a140_120_130.wav
261,noise/train-noise\resampled_a140_160_170.wav
262,noise/train-noise\resampled_a140_200_210.wav
263,noise/train-noise\resampled_a142_58_68.wav
264,noise/train-noise\resampled_a143_200_210.wav
265,noise/train-noise\resampled_a143_30_40.wav
266,noise/train-noise\resampled_a143_40_50.wav
267,noise/train-noise\resampled_a143_80_90.wav
268,noise/train-noise\resampled_a144_210_220.wav
269,noise/train-noise\resampled_a145_140_150.wav
270,noise/train-noise\resampled_a145_70_80.wav
271,noise/train-noise\resampled_a147_110_120.wav
272,noise/train-noise\resampled_a147_20_30.wav
273,noise/train-noise\resampled_a148_130_140.wav
274,noise/train-noise\resampled_a149_170_180.wav
275,noise/train-noise\resampled_a149_180_190.wav
276,noise/train-noise\resampled_a149_80_90.wav
277,noise/train-noise\resampled_a149_90_100.wav
278,noise/train-noise\resampled_a151_110_120.wav
279,noise/train-noise\resampled_a151_140_150.wav
280,noise/train-noise\resampled_a151_150_160.wav
281,noise/train-noise\resampled_a151_190_200.wav
282,noise/train-noise\resampled_a151_220_230.wav
283,noise/train-noise\resampled_a151_260_270.wav
284,noise/train-noise\resampled_a152_180_190.wav
285,noise/train-noise\resampled_a152_200_210.wav
286,noise/train-noise\resampled_a152_210_220.wav
287,noise/train-noise\resampled_a153_150_160.wav
288,noise/train-noise\resampled_a153_260_270.wav
289,noise/train-noise\resampled_a155_190_200.wav
290,noise/train-noise\resampled_a155_20_30.wav
291,noise/train-noise\resampled_a155_210_220.wav
292,noise/train-noise\resampled_a155_270_280.wav
293,noise/train-noise\resampled_a155_40_50.wav
294,noise/train-noise\resampled_a155_70_80.wav
295,noise/train-noise\resampled_a157_110_120.wav
296,noise/train-noise\resampled_b001_120_130.wav
297,noise/train-noise\resampled_b001_40_50.wav
298,noise/train-noise\resampled_b002_40_50.wav
299,noise/train-noise\resampled_b003_0_10.wav
300,noise/train-noise\resampled_b003_160_170.wav
301,noise/train-noise\resampled_b003_200_210.wav
302,noise/train-noise\resampled_b004_100_110.wav
303,noise/train-noise\resampled_b006_130_140.wav
304,noise/train-noise\resampled_b006_150_160.wav
305,noise/train-noise\resampled_b006_200_210.wav
306,noise/train-noise\resampled_b007_0_10.wav
307,noise/train-noise\resampled_b009_100_110.wav
308,noise/train-noise\resampled_b009_130_140.wav
309,noise/train-noise\resampled_b009_140_150.wav
310,noise/train-noise\resampled_b011_0_10.wav
311,noise/train-noise\resampled_b011_120_130.wav
312,noise/train-noise\resampled_b011_140_150.wav
313,noise/train-noise\resampled_b014_100_110.wav
314,noise/train-noise\resampled_b014_90_100.wav
315,noise/train-noise\resampled_b015_10_20.wav
316,noise/train-noise\resampled_b015_110_120.wav
317,noise/train-noise\resampled_b015_140_150.wav
318,noise/train-noise\resampled_b015_200_210.wav
319,noise/train-noise\resampled_b016_180_190.wav
320,noise/train-noise\resampled_b017_170_180.wav
321,noise/train-noise\resampled_b019_170_180.wav
322,noise/train-noise\resampled_b019_30_40.wav
323,noise/train-noise\resampled_b020_60_70.wav
324,noise/train-noise\resampled_b021_0_10.wav
325,noise/train-noise\resampled_b021_130_140.wav
326,noise/train-noise\resampled_b021_20_30.wav
327,noise/train-noise\resampled_b022_10_20.wav
328,noise/train-noise\resampled_b022_140_150.wav
329,noise/train-noise\resampled_b022_40_50.wav
330,noise/train-noise\resampled_b023_0_10.wav
331,noise/train-noise\resampled_b023_160_170.wav
332,noise/train-noise\resampled_b023_30_40.wav
333,noise/train-noise\resampled_b024_0_10.wav
334,noise/train-noise\resampled_b024_140_150.wav
335,noise/train-noise\resampled_b026_130_140.wav
336,noise/train-noise\resampled_b027_10_20.wav
337,noise/train-noise\resampled_b027_90_100.wav
338,noise/train-noise\resampled_b029_50_60.wav
339,noise/train-noise\resampled_b030_0_10.wav
340,noise/train-noise\resampled_b030_10_20.wav
341,noise/train-noise\resampled_b030_170_180.wav
342,noise/train-noise\resampled_b031_110_120.wav
343,noise/train-noise\resampled_b033_130_140.wav
344,noise/train-noise\resampled_b034_100_110.wav
345,noise/train-noise\resampled_b034_110_120.wav
346,noise/train-noise\resampled_b034_50_60.wav
347,noise/train-noise\resampled_b035_80_90.wav
348,noise/train-noise\resampled_b035_90_100.wav
349,noise/train-noise\resampled_b036_0_10.wav
350,noise/train-noise\resampled_b036_110_120.wav
351,noise/train-noise\resampled_b037_190_200.wav
352,noise/train-noise\resampled_b038_120_130.wav
353,noise/train-noise\resampled_b039_20_30.wav
354,noise/train-noise\resampled_b039_70_80.wav
355,noise/train-noise\resampled_b041_10_20.wav
356,noise/train-noise\resampled_b041_140_150.wav
357,noise/train-noise\resampled_b041_170_180.wav
358,noise/train-noise\resampled_b041_220_230.wav
359,noise/train-noise\resampled_b041_30_40.wav
360,noise/train-noise\resampled_b042_100_110.wav
361,noise/train-noise\resampled_b042_190_200.wav
362,noise/train-noise\resampled_b042_200_210.wav
363,noise/train-noise\resampled_b042_60_70.wav
364,noise/train-noise\resampled_b043_130_140.wav
365,noise/train-noise\resampled_b043_200_210.wav
366,noise/train-noise\resampled_b043_250_260.wav
367,noise/train-noise\resampled_b044_70_80.wav
368,noise/train-noise\resampled_b045_140_150.wav
369,noise/train-noise\resampled_b045_190_200.wav
370,noise/train-noise\resampled_b045_200_210.wav
371,noise/train-noise\resampled_b045_70_80.wav
372,noise/train-noise\resampled_b046_140_150.wav
373,noise/train-noise\resampled_b047_20_30.wav
374,noise/train-noise\resampled_b048_40_50.wav
375,noise/train-noise\resampled_b049_30_40.wav
376,noise/train-noise\resampled_b050_140_150.wav
377,noise/train-noise\resampled_b050_160_170.wav
378,noise/train-noise\resampled_b050_60_70.wav
379,noise/train-noise\resampled_b051_130_140.wav
380,noise/train-noise\resampled_b053_100_110.wav
381,noise/train-noise\resampled_b053_10_20.wav
382,noise/train-noise\resampled_b053_260_270.wav
383,noise/train-noise\resampled_b053_40_50.wav
384,noise/train-noise\resampled_b054_0_10.wav
385,noise/train-noise\resampled_b054_210_220.wav
386,noise/train-noise\resampled_b056_10_20.wav
387,noise/train-noise\resampled_b056_180_190.wav
388,noise/train-noise\resampled_b057_110_120.wav
389,noise/train-noise\resampled_b057_200_210.wav
390,noise/train-noise\resampled_b059_110_120.wav
391,noise/train-noise\resampled_b059_205_215.wav
392,noise/train-noise\resampled_b059_215_225.wav
393,noise/train-noise\resampled_b061_50_60.wav
394,noise/train-noise\resampled_b061_80_90.wav
395,noise/train-noise\resampled_b062_10_20.wav
396,noise/train-noise\resampled_b062_40_50.wav
397,noise/train-noise\resampled_b063_50_60.wav
398,noise/train-noise\resampled_b064_140_150.wav
399,noise/train-noise\resampled_b065_114_124.wav
400,noise/train-noise\resampled_b065_74_84.wav
401,noise/train-noise\resampled_b066_20_30.wav
402,noise/train-noise\resampled_b066_30_40.wav
403,noise/train-noise\resampled_b068_100_110.wav
404,noise/train-noise\resampled_b069_250_260.wav
405,noise/train-noise\resampled_b070_160_170.wav
406,noise/train-noise\resampled_b071_130_140.wav
407,noise/train-noise\resampled_b071_150_160.wav
408,noise/train-noise\resampled_b071_160_170.wav
409,noise/train-noise\resampled_b071_170_180.wav
410,noise/train-noise\resampled_b072_100_110.wav
411,noise/train-noise\resampled_b072_70_80.wav
412,noise/train-noise\resampled_b073_120_130.wav
413,noise/train-noise\resampled_b073_150_160.wav
414,noise/train-noise\resampled_b074_130_140.wav
415,noise/train-noise\resampled_b074_80_90.wav
416,noise/train-noise\resampled_b075_0_10.wav
417,noise/train-noise\resampled_b076_40_50.wav
418,noise/train-noise\resampled_b077_20_30.wav
419,noise/train-noise\resampled_b077_30_40.wav
420,noise/train-noise\resampled_b077_40_50.wav
421,noise/train-noise\resampled_b078_100_110.wav
422,noise/train-noise\resampled_b079_0_10.wav
423,noise/train-noise\resampled_b079_160_170.wav
424,noise/train-noise\resampled_b079_90_100.wav
425,noise/train-noise\resampled_b080_100_110.wav
426,noise/train-noise\resampled_b080_190_200.wav
427,noise/train-noise\resampled_b080_80_90.wav
428,noise/train-noise\resampled_b084_200_210.wav
429,noise/train-noise\resampled_b085_110_120.wav
430,noise/train-noise\resampled_b085_160_170.wav
431,noise/train-noise\resampled_b085_200_210.wav
432,noise/train-noise\resampled_b085_20_30.wav
433,noise/train-noise\resampled_b086_170_180.wav
434,noise/train-noise\resampled_b086_180_190.wav
435,noise/train-noise\resampled_b086_230_240.wav
436,noise/train-noise\resampled_b087_70_80.wav
437,noise/train-noise\resampled_b088_110_120.wav
438,noise/train-noise\resampled_b088_230_240.wav
439,noise/train-noise\resampled_b088_70_80.wav
440,noise/train-noise\resampled_b089_100_110.wav
441,noise/train-noise\resampled_b089_170_180.wav
442,noise/train-noise\resampled_b089_20_30.wav
443,noise/train-noise\resampled_b091_122_132.wav
444,noise/train-noise\resampled_b092_50_60.wav
445,noise/train-noise\resampled_b093_0_10.wav
446,noise/train-noise\resampled_b093_170_180.wav
447,noise/train-noise\resampled_b093_180_190.wav
448,noise/train-noise\resampled_b093_200_210.wav
449,noise/train-noise\resampled_b093_60_70.wav
450,noise/train-noise\resampled_b094_10_20.wav
451,noise/train-noise\resampled_b094_130_140.wav
452,noise/train-noise\resampled_b094_20_30.wav
453,noise/train-noise\resampled_b095_150_160.wav
454,noise/train-noise\resampled_b095_170_180.wav
455,noise/train-noise\resampled_b096_120_130.wav
456,noise/train-noise\resampled_b096_140_150.wav
457,noise/train-noise\resampled_b096_260_270.wav
458,noise/train-noise\resampled_b096_270_280.wav
459,noise/train-noise\resampled_b097_210_220.wav
460,noise/train-noise\resampled_b097_230_240.wav
461,noise/train-noise\resampled_b098_0_10.wav
462,noise/train-noise\resampled_b098_100_110.wav
463,noise/train-noise\resampled_b098_210_220.wav
464,noise/train-noise\resampled_b098_220_230.wav
465,noise/train-noise\resampled_b099_70_80.wav
466,noise/train-noise\resampled_b100_100_110.wav
467,noise/train-noise\resampled_b100_140_150.wav
468,noise/train-noise\resampled_b101_100_110.wav
469,noise/train-noise\resampled_b101_190_200.wav
470,noise/train-noise\resampled_b102_100_110.wav
471,noise/train-noise\resampled_b102_90_100.wav
472,noise/train-noise\resampled_b105_170_180.wav
473,noise/train-noise\resampled_b106_100_110.wav
474,noise/train-noise\resampled_b106_70_80.wav
475,noise/train-noise\resampled_b107_100_110.wav
476,noise/train-noise\resampled_b107_90_100.wav
477,noise/train-noise\resampled_b109_220_230.wav
478,noise/train-noise\resampled_b109_240_250.wav
479,noise/train-noise\resampled_b110_130_140.wav
480,noise/train-noise\resampled_b110_180_190.wav
481,noise/train-noise\resampled_b110_200_210.wav
482,noise/train-noise\resampled_b110_250_260.wav
483,noise/train-noise\resampled_b110_60_70.wav
484,noise/train-noise\resampled_b111_153_163.wav
485,noise/train-noise\resampled_b111_43_53.wav
486,noise/train-noise\resampled_b112_10_20.wav
487,noise/train-noise\resampled_b112_193_203.wav
488,noise/train-noise\resampled_b112_20_30.wav
489,noise/train-noise\resampled_b112_50_60.wav
490,noise/train-noise\resampled_b113_120_130.wav
491,noise/train-noise\resampled_b113_20_30.wav
492,noise/train-noise\resampled_b114_130_140.wav
493,noise/train-noise\resampled_b115_130_140.wav
494,noise/train-noise\resampled_b115_140_150.wav
495,noise/train-noise\resampled_b115_60_70.wav
496,noise/train-noise\resampled_b116_10_20.wav
497,noise/train-noise\resampled_b116_150_160.wav
498,noise/train-noise\resampled_b116_30_40.wav
499,noise/train-noise\resampled_b116_60_70.wav
