Index,File Path
95,voce/train-voce\1284-134647-0001.wav
96,voce/train-voce\1284-134647-0002.wav
97,voce/train-voce\1284-134647-0003.wav
98,voce/train-voce\1284-134647-0004.wav
99,voce/train-voce\1284-134647-0005.wav
100,voce/train-voce\1284-134647-0006.wav
101,voce/train-voce\1284-134647-0007.wav
102,voce/train-voce\1320-122612-0000.wav
103,voce/train-voce\1320-122612-0010.wav
104,voce/train-voce\1320-122612-0011.wav
105,voce/train-voce\1320-122612-0012.wav
106,voce/train-voce\1320-122617-0001.wav
107,voce/train-voce\1320-122617-0002.wav
108,voce/train-voce\1320-122617-0004.wav
109,voce/train-voce\1320-122617-0007.wav
110,voce/train-voce\1320-122617-0013.wav
111,voce/train-voce\1320-122617-0016.wav
112,voce/train-voce\1320-122617-0028.wav
113,voce/train-voce\1320-122617-0032.wav
114,voce/train-voce\1320-122617-0033.wav
115,voce/train-voce\1320-122617-0035.wav
116,voce/train-voce\1320-122617-0036.wav
117,voce/train-voce\1580-141083-0001.wav
118,voce/train-voce\1580-141083-0006.wav
119,voce/train-voce\1580-141083-0029.wav
120,voce/train-voce\1995-1826-0001.wav
121,voce/train-voce\1995-1826-0021.wav
122,voce/train-voce\1995-1826-0026.wav
123,voce/train-voce\1995-1836-0004.wav
124,voce/train-voce\1995-1836-0005.wav
125,voce/train-voce\1995-1836-0010.wav
126,voce/train-voce\1995-1837-0014.wav
127,voce/train-voce\1995-1837-0018.wav
128,voce/train-voce\1995-1837-0023.wav
129,voce/train-voce\2094-142345-0000.wav
130,voce/train-voce\2094-142345-0002.wav
131,voce/train-voce\2094-142345-0003.wav
132,voce/train-voce\2094-142345-0006.wav
133,voce/train-voce\2094-142345-0008.wav
134,voce/train-voce\2094-142345-0009.wav
135,voce/train-voce\2094-142345-0010.wav
136,voce/train-voce\2094-142345-0011.wav
137,voce/train-voce\2094-142345-0012.wav
138,voce/train-voce\2094-142345-0013.wav
139,voce/train-voce\2094-142345-0014.wav
140,voce/train-voce\2094-142345-0015.wav
141,voce/train-voce\2094-142345-0030.wav
142,voce/train-voce\2094-142345-0033.wav
143,voce/train-voce\2094-142345-0037.wav
144,voce/train-voce\2094-142345-0038.wav
145,voce/train-voce\2094-142345-0057.wav
146,voce/train-voce\2094-142345-0059.wav
147,voce/train-voce\2300-131720-0001.wav
148,voce/train-voce\2300-131720-0002.wav
149,voce/train-voce\2300-131720-0003.wav
150,voce/train-voce\2300-131720-0004.wav
151,voce/train-voce\2300-131720-0007.wav
152,voce/train-voce\2300-131720-0010.wav
153,voce/train-voce\2300-131720-0011.wav
154,voce/train-voce\2300-131720-0012.wav
155,voce/train-voce\2300-131720-0013.wav
156,voce/train-voce\2300-131720-0016.wav
157,voce/train-voce\2300-131720-0017.wav
158,voce/train-voce\2300-131720-0018.wav
159,voce/train-voce\2300-131720-0019.wav
160,voce/train-voce\2300-131720-0020.wav
161,voce/train-voce\2300-131720-0021.wav
162,voce/train-voce\2300-131720-0022.wav
163,voce/train-voce\2300-131720-0023.wav
164,voce/train-voce\2300-131720-0025.wav
165,voce/train-voce\2300-131720-0026.wav
166,voce/train-voce\2300-131720-0028.wav
167,voce/train-voce\2300-131720-0031.wav
168,voce/train-voce\2300-131720-0032.wav
169,voce/train-voce\2300-131720-0033.wav
170,voce/train-voce\2300-131720-0035.wav
171,voce/train-voce\237-126133-0000.wav
172,voce/train-voce\237-126133-0001.wav
173,voce/train-voce\237-134493-0002.wav
174,voce/train-voce\237-134493-0003.wav
175,voce/train-voce\237-134493-0005.wav
176,voce/train-voce\237-134493-0016.wav
177,voce/train-voce\237-134500-0012.wav
178,voce/train-voce\237-134500-0013.wav
179,voce/train-voce\237-134500-0015.wav
180,voce/train-voce\237-134500-0018.wav
181,voce/train-voce\237-134500-0031.wav
182,voce/train-voce\260-123286-0019.wav
183,voce/train-voce\260-123288-0005.wav
184,voce/train-voce\260-123288-0007.wav
185,voce/train-voce\260-123288-0013.wav
186,voce/train-voce\260-123288-0015.wav
187,voce/train-voce\260-123288-0024.wav
188,voce/train-voce\260-123288-0025.wav
189,voce/train-voce\260-123288-0026.wav
190,voce/train-voce\260-123440-0002.wav
191,voce/train-voce\260-123440-0004.wav
192,voce/train-voce\2830-3979-0001.wav
193,voce/train-voce\2830-3979-0007.wav
194,voce/train-voce\2830-3980-0007.wav
195,voce/train-voce\2830-3980-0048.wav
196,voce/train-voce\2830-3980-0054.wav
197,voce/train-voce\2830-3980-0073.wav
198,voce/train-voce\2961-960-0000.wav
199,voce/train-voce\2961-960-0002.wav
200,voce/train-voce\2961-960-0003.wav
201,voce/train-voce\2961-960-0005.wav
202,voce/train-voce\2961-960-0006.wav
203,voce/train-voce\2961-960-0008.wav
204,voce/train-voce\2961-960-0009.wav
205,voce/train-voce\2961-960-0010.wav
206,voce/train-voce\2961-960-0011.wav
207,voce/train-voce\2961-960-0013.wav
208,voce/train-voce\2961-960-0019.wav
209,voce/train-voce\2961-960-0021.wav
210,voce/train-voce\2961-961-0002.wav
211,voce/train-voce\2961-961-0004.wav
212,voce/train-voce\2961-961-0012.wav
213,voce/train-voce\2961-961-0019.wav
214,voce/train-voce\2961-961-0022.wav
215,voce/train-voce\3570-5694-0000.wav
216,voce/train-voce\3570-5694-0002.wav
217,voce/train-voce\3570-5694-0003.wav
218,voce/train-voce\3570-5694-0006.wav
219,voce/train-voce\3570-5694-0007.wav
220,voce/train-voce\3570-5694-0009.wav
221,voce/train-voce\3570-5694-0010.wav
222,voce/train-voce\3570-5694-0011.wav
223,voce/train-voce\3570-5694-0014.wav
224,voce/train-voce\3570-5694-0016.wav
225,voce/train-voce\3570-5694-0020.wav
226,voce/train-voce\3570-5694-0021.wav
227,voce/train-voce\3570-5695-0001.wav
228,voce/train-voce\3570-5695-0004.wav
229,voce/train-voce\3570-5695-0005.wav
230,voce/train-voce\3570-5695-0012.wav
231,voce/train-voce\3570-5695-0014.wav
232,voce/train-voce\3570-5696-0000.wav
233,voce/train-voce\3570-5696-0001.wav
234,voce/train-voce\3570-5696-0003.wav
235,voce/train-voce\3570-5696-0005.wav
236,voce/train-voce\3575-170457-0008.wav
237,voce/train-voce\3575-170457-0015.wav
238,voce/train-voce\3575-170457-0017.wav
239,voce/train-voce\3575-170457-0024.wav
240,voce/train-voce\3575-170457-0026.wav
241,voce/train-voce\3575-170457-0036.wav
242,voce/train-voce\3575-170457-0037.wav
243,voce/train-voce\3575-170457-0038.wav
244,voce/train-voce\3575-170457-0039.wav
245,voce/train-voce\3575-170457-0041.wav
246,voce/train-voce\3575-170457-0042.wav
247,voce/train-voce\3575-170457-0043.wav
248,voce/train-voce\3575-170457-0046.wav
249,voce/train-voce\3575-170457-0053.wav
250,voce/train-voce\3575-170457-0055.wav
251,voce/train-voce\3729-6852-0000.wav
252,voce/train-voce\3729-6852-0001.wav
253,voce/train-voce\3729-6852-0003.wav
254,voce/train-voce\3729-6852-0004.wav
255,voce/train-voce\3729-6852-0005.wav
256,voce/train-voce\3729-6852-0006.wav
257,voce/train-voce\3729-6852-0007.wav
258,voce/train-voce\3729-6852-0008.wav
259,voce/train-voce\3729-6852-0009.wav
260,voce/train-voce\3729-6852-0017.wav
261,voce/train-voce\3729-6852-0020.wav
262,voce/train-voce\3729-6852-0032.wav
263,voce/train-voce\3729-6852-0033.wav
264,voce/train-voce\3729-6852-0034.wav
265,voce/train-voce\3729-6852-0035.wav
266,voce/train-voce\3729-6852-0040.wav
267,voce/train-voce\3729-6852-0041.wav
268,voce/train-voce\3729-6852-0042.wav
269,voce/train-voce\3729-6852-0045.wav
270,voce/train-voce\3729-6852-0046.wav
271,voce/train-voce\4077-13751-0003.wav
272,voce/train-voce\4077-13751-0004.wav
273,voce/train-voce\4077-13751-0005.wav
274,voce/train-voce\4077-13751-0006.wav
275,voce/train-voce\4077-13751-0007.wav
276,voce/train-voce\4077-13751-0008.wav
277,voce/train-voce\4077-13751-0009.wav
278,voce/train-voce\4077-13751-0011.wav
279,voce/train-voce\4077-13751-0012.wav
280,voce/train-voce\4077-13751-0014.wav
281,voce/train-voce\4077-13751-0015.wav
282,voce/train-voce\4077-13751-0016.wav
283,voce/train-voce\4077-13751-0018.wav
284,voce/train-voce\4077-13751-0020.wav
285,voce/train-voce\4077-13751-0021.wav
286,voce/train-voce\4077-13754-0002.wav
287,voce/train-voce\4077-13754-0005.wav
288,voce/train-voce\4077-13754-0006.wav
289,voce/train-voce\4077-13754-0007.wav
290,voce/train-voce\4077-13754-0008.wav
291,voce/train-voce\4077-13754-0010.wav
292,voce/train-voce\4077-13754-0011.wav
293,voce/train-voce\4077-13754-0012.wav
294,voce/train-voce\4077-13754-0013.wav
295,voce/train-voce\4077-13754-0014.wav
296,voce/train-voce\4077-13754-0015.wav
297,voce/train-voce\4077-13754-0016.wav
298,voce/train-voce\4446-2271-0004.wav
299,voce/train-voce\4446-2271-0016.wav
300,voce/train-voce\4446-2271-0017.wav
301,voce/train-voce\4446-2273-0010.wav
302,voce/train-voce\4507-16021-0001.wav
303,voce/train-voce\4507-16021-0009.wav
304,voce/train-voce\4507-16021-0010.wav
305,voce/train-voce\4507-16021-0013.wav
306,voce/train-voce\4507-16021-0016.wav
307,voce/train-voce\4507-16021-0017.wav
308,voce/train-voce\4507-16021-0020.wav
309,voce/train-voce\4507-16021-0021.wav
310,voce/train-voce\4507-16021-0023.wav
311,voce/train-voce\4507-16021-0026.wav
312,voce/train-voce\4507-16021-0030.wav
313,voce/train-voce\4507-16021-0031.wav
314,voce/train-voce\4507-16021-0032.wav
315,voce/train-voce\4507-16021-0034.wav
316,voce/train-voce\4507-16021-0039.wav
317,voce/train-voce\4507-16021-0042.wav
318,voce/train-voce\4507-16021-0047.wav
319,voce/train-voce\4970-29093-0001.wav
320,voce/train-voce\4970-29093-0002.wav
321,voce/train-voce\4970-29093-0003.wav
322,voce/train-voce\4970-29093-0005.wav
323,voce/train-voce\4970-29093-0006.wav
324,voce/train-voce\4970-29093-0010.wav
325,voce/train-voce\4970-29093-0011.wav
326,voce/train-voce\4970-29095-0001.wav
327,voce/train-voce\4970-29095-0003.wav
328,voce/train-voce\4970-29095-0007.wav
329,voce/train-voce\4970-29095-0018.wav
330,voce/train-voce\4970-29095-0020.wav
331,voce/train-voce\4970-29095-0021.wav
332,voce/train-voce\4970-29095-0026.wav
333,voce/train-voce\4970-29095-0028.wav
334,voce/train-voce\4970-29095-0031.wav
335,voce/train-voce\4970-29095-0033.wav
336,voce/train-voce\4992-23283-0005.wav
337,voce/train-voce\4992-23283-0012.wav
338,voce/train-voce\4992-23283-0017.wav
339,voce/train-voce\4992-23283-0020.wav
340,voce/train-voce\4992-41797-0001.wav
341,voce/train-voce\4992-41797-0009.wav
342,voce/train-voce\4992-41806-0000.wav
343,voce/train-voce\4992-41806-0002.wav
344,voce/train-voce\4992-41806-0006.wav
345,voce/train-voce\4992-41806-0007.wav
346,voce/train-voce\4992-41806-0008.wav
347,voce/train-voce\4992-41806-0014.wav
348,voce/train-voce\4992-41806-0015.wav
349,voce/train-voce\4992-41806-0016.wav
350,voce/train-voce\4992-41806-0017.wav
351,voce/train-voce\5105-28233-0003.wav
352,voce/train-voce\5105-28233-0005.wav
353,voce/train-voce\5105-28233-0007.wav
354,voce/train-voce\5105-28233-0008.wav
355,voce/train-voce\5105-28233-0009.wav
356,voce/train-voce\5105-28233-0010.wav
357,voce/train-voce\5105-28240-0001.wav
358,voce/train-voce\5105-28240-0006.wav
359,voce/train-voce\5105-28240-0008.wav
360,voce/train-voce\5105-28240-0009.wav
361,voce/train-voce\5105-28240-0021.wav
362,voce/train-voce\5105-28240-0023.wav
363,voce/train-voce\5105-28241-0001.wav
364,voce/train-voce\5105-28241-0002.wav
365,voce/train-voce\5105-28241-0004.wav
366,voce/train-voce\5105-28241-0011.wav
367,voce/train-voce\5105-28241-0015.wav
368,voce/train-voce\5105-28241-0017.wav
369,voce/train-voce\5105-28241-0018.wav
370,voce/train-voce\5142-36377-0008.wav
371,voce/train-voce\5142-36377-0014.wav
372,voce/train-voce\5142-36377-0021.wav
373,voce/train-voce\5142-36377-0022.wav
374,voce/train-voce\5142-36377-0025.wav
375,voce/train-voce\5142-36600-0001.wav
376,voce/train-voce\5639-40744-0000.wav
377,voce/train-voce\5639-40744-0001.wav
378,voce/train-voce\5639-40744-0003.wav
379,voce/train-voce\5639-40744-0004.wav
380,voce/train-voce\5639-40744-0015.wav
381,voce/train-voce\5639-40744-0018.wav
382,voce/train-voce\5639-40744-0019.wav
383,voce/train-voce\5639-40744-0021.wav
384,voce/train-voce\5639-40744-0022.wav
385,voce/train-voce\5639-40744-0023.wav
386,voce/train-voce\5639-40744-0026.wav
387,voce/train-voce\5639-40744-0027.wav
388,voce/train-voce\5639-40744-0028.wav
389,voce/train-voce\5639-40744-0030.wav
390,voce/train-voce\5639-40744-0031.wav
391,voce/train-voce\5639-40744-0032.wav
392,voce/train-voce\5639-40744-0034.wav
393,voce/train-voce\5639-40744-0035.wav
394,voce/train-voce\5639-40744-0036.wav
395,voce/train-voce\5639-40744-0037.wav
396,voce/train-voce\5639-40744-0038.wav
397,voce/train-voce\5639-40744-0039.wav
398,voce/train-voce\5639-40744-0040.wav
399,voce/train-voce\5639-40744-0041.wav
400,voce/train-voce\5683-32865-0005.wav
401,voce/train-voce\5683-32865-0012.wav
402,voce/train-voce\5683-32866-0009.wav
403,voce/train-voce\5683-32866-0010.wav
404,voce/train-voce\5683-32866-0019.wav
405,voce/train-voce\5683-32879-0002.wav
406,voce/train-voce\5683-32879-0004.wav
407,voce/train-voce\5683-32879-0006.wav
408,voce/train-voce\5683-32879-0013.wav
409,voce/train-voce\5683-32879-0016.wav
410,voce/train-voce\5683-32879-0017.wav
411,voce/train-voce\61-70970-0004.wav
412,voce/train-voce\61-70970-0038.wav
413,voce/train-voce\672-122797-0001.wav
414,voce/train-voce\672-122797-0002.wav
415,voce/train-voce\672-122797-0004.wav
416,voce/train-voce\672-122797-0006.wav
417,voce/train-voce\672-122797-0008.wav
418,voce/train-voce\672-122797-0022.wav
419,voce/train-voce\672-122797-0025.wav
420,voce/train-voce\672-122797-0026.wav
421,voce/train-voce\672-122797-0042.wav
422,voce/train-voce\672-122797-0045.wav
423,voce/train-voce\672-122797-0064.wav
424,voce/train-voce\672-122797-0067.wav
425,voce/train-voce\6829-68769-0000.wav
426,voce/train-voce\6829-68771-0000.wav
427,voce/train-voce\6829-68771-0001.wav
428,voce/train-voce\6829-68771-0007.wav
429,voce/train-voce\6829-68771-0009.wav
430,voce/train-voce\6829-68771-0012.wav
431,voce/train-voce\6930-75918-0001.wav
432,voce/train-voce\6930-75918-0003.wav
433,voce/train-voce\6930-75918-0004.wav
434,voce/train-voce\6930-75918-0005.wav
435,voce/train-voce\6930-75918-0014.wav
436,voce/train-voce\6930-75918-0016.wav
437,voce/train-voce\6930-75918-0018.wav
438,voce/train-voce\6930-75918-0019.wav
439,voce/train-voce\6930-75918-0020.wav
440,voce/train-voce\6930-76324-0015.wav
441,voce/train-voce\6930-81414-0000.wav
442,voce/train-voce\6930-81414-0001.wav
443,voce/train-voce\6930-81414-0009.wav
444,voce/train-voce\7021-79730-0001.wav
445,voce/train-voce\7021-79730-0003.wav
446,voce/train-voce\7021-79730-0004.wav
447,voce/train-voce\7021-79730-0006.wav
448,voce/train-voce\7021-79730-0007.wav
449,voce/train-voce\7021-79730-0008.wav
450,voce/train-voce\7021-79730-0009.wav
451,voce/train-voce\7021-79740-0000.wav
452,voce/train-voce\7021-79740-0008.wav
453,voce/train-voce\7021-79740-0010.wav
454,voce/train-voce\7021-79740-0011.wav
455,voce/train-voce\7021-79740-0014.wav
456,voce/train-voce\7021-79759-0004.wav
457,voce/train-voce\7021-79759-0005.wav
458,voce/train-voce\7021-85628-0001.wav
459,voce/train-voce\7021-85628-0003.wav
460,voce/train-voce\7021-85628-0007.wav
461,voce/train-voce\7021-85628-0013.wav
462,voce/train-voce\7021-85628-0015.wav
463,voce/train-voce\7127-75946-0000.wav
464,voce/train-voce\7127-75946-0002.wav
465,voce/train-voce\7127-75946-0014.wav
466,voce/train-voce\7127-75946-0016.wav
467,voce/train-voce\7127-75946-0017.wav
468,voce/train-voce\7127-75946-0022.wav
469,voce/train-voce\7127-75946-0026.wav
470,voce/train-voce\7127-75946-0028.wav
471,voce/train-voce\7127-75947-0000.wav
472,voce/train-voce\7127-75947-0009.wav
473,voce/train-voce\7127-75947-0014.wav
474,voce/train-voce\7127-75947-0022.wav
475,voce/train-voce\7127-75947-0038.wav
476,voce/train-voce\7127-75947-0039.wav
477,voce/train-voce\7127-75947-0040.wav
478,voce/train-voce\7176-88083-0001.wav
479,voce/train-voce\7176-88083-0007.wav
480,voce/train-voce\7176-88083-0011.wav
481,voce/train-voce\7176-88083-0013.wav
482,voce/train-voce\7176-88083-0018.wav
483,voce/train-voce\908-157963-0000.wav
484,voce/train-voce\908-157963-0004.wav
485,voce/train-voce\908-157963-0007.wav
486,voce/train-voce\908-157963-0008.wav
487,voce/train-voce\908-157963-0011.wav
488,voce/train-voce\908-157963-0012.wav
489,voce/train-voce\908-157963-0015.wav
490,voce/train-voce\908-157963-0019.wav
491,voce/train-voce\908-157963-0021.wav
492,voce/train-voce\908-31957-0001.wav
493,voce/train-voce\908-31957-0004.wav
494,voce/train-voce\908-31957-0008.wav
495,voce/train-voce\908-31957-0015.wav
496,voce/train-voce\908-31957-0021.wav
497,voce/train-voce\908-31957-0022.wav
498,voce/train-voce\908-31957-0025.wav
499,voce/train-voce\end.wav
